Company,Date,OriginalDividend,SanitizedDividend,PrevPrice,OriginalImpact,Action
DISCOVERY HOLDINGS (SOUTH AFRICA),2016-03-14,0.855,0.855,,,missing_prev_price
DISCOVERY HOLDINGS (SOUTH AFRICA),2016-10-05,0.9,0.9,112.22,0.008019960791302799,keep
DISCOVERY HOLDINGS (SOUTH AFRICA),2017-03-15,0.88,0.88,133.2,0.006606606606606607,keep
DISCOVERY HOLDINGS (SOUTH AFRICA),2017-10-04,0.98,0.98,142.53,0.006875745457096751,keep
DISCOVERY HOLDINGS (SOUTH AFRICA),2018-03-14,1.01,1.01,184.91,0.00546211670542426,keep
DISCOVERY HOLDINGS (SOUTH AFRICA),2018-10-03,1.14,1.14,166.53,0.006845613402990451,keep
DISCOVERY HOLDINGS (SOUTH AFRICA),2019-03-13,1.01,1.01,146.0,0.006917808219178082,keep
DISCOVERY HOLDINGS (SOUTH AFRICA),2019-10-02,1.14,1.14,114.95,0.009917355371900825,keep
DISCOVERY HOLDINGS (SOUTH AFRICA),2020-03-18,1.01,1.01,84.0,0.012023809523809523,keep
DISCOVERY HOLDINGS (SOUTH AFRICA),2023-10-11,1.1,1.1,136.99,0.008029783195853712,keep
DISCOVERY HOLDINGS (SOUTH AFRICA),2024-04-17,0.65,0.65,110.8,0.0058664259927797835,keep
DISCOVERY HOLDINGS (SOUTH AFRICA),2024-10-16,1.52,1.52,175.0,0.008685714285714286,keep
DISCOVERY HOLDINGS (SOUTH AFRICA),2025-03-26,0.87,0.87,202.23,0.004302032339415517,keep
DISCOVERY HOLDINGS (SOUTH AFRICA),2025-10-15,2.01,2.01,214.46,0.009372377133264944,keep
EXXARO RESOURCES (SOUTH AFRICA),2017-04-19,4.1,4.1,93.65,0.043780032034169775,keep
EXXARO RESOURCES (SOUTH AFRICA),2017-09-13,3.0,3.0,105.97,0.0283098990280268,keep
EXXARO RESOURCES (SOUTH AFRICA),2018-02-28,0.01255,0.01255,122.14,0.00010275094154249222,keep
EXXARO RESOURCES (SOUTH AFRICA),2018-04-18,4.0,4.0,98.96,0.04042037186742118,keep
EXXARO RESOURCES (SOUTH AFRICA),2018-09-19,5.3,5.3,136.37,0.0388648529735279,keep
EXXARO RESOURCES (SOUTH AFRICA),2019-05-07,5.55,5.55,151.33,0.036674816625916866,keep
EXXARO RESOURCES (SOUTH AFRICA),2019-10-09,0.01761,0.01761,124.71,0.00014120760163579505,keep
EXXARO RESOURCES (SOUTH AFRICA),2020-04-22,5.66,5.66,102.27,0.05534369805417034,keep
EXXARO RESOURCES (SOUTH AFRICA),2020-09-22,6.43,6.43,124.05,0.051833937928254734,keep
EXXARO RESOURCES (SOUTH AFRICA),2021-04-28,17.86,17.86,,,missing_prev_price
EXXARO RESOURCES (SOUTH AFRICA),2021-09-29,0.02077,0.02077,175.5,0.00011834757834757835,keep
EXXARO RESOURCES (SOUTH AFRICA),2022-05-04,11.75,11.75,212.69,0.055244722365884624,keep
EXXARO RESOURCES (SOUTH AFRICA),2022-09-28,15.93,15.93,211.04,0.07548332069749811,keep
EXXARO RESOURCES (SOUTH AFRICA),2023-05-03,11.36,11.36,184.01,0.06173577522960709,keep
EXXARO RESOURCES (SOUTH AFRICA),2023-09-27,11.43,11.43,172.37,0.06631084295411034,keep
EXXARO RESOURCES (SOUTH AFRICA),2024-05-08,15.82,15.82,187.15,0.0845311247662303,keep
EXXARO RESOURCES (SOUTH AFRICA),2024-10-02,7.96,7.96,173.11,0.04598232337819883,keep
EXXARO RESOURCES (SOUTH AFRICA),2025-05-07,8.66,8.66,150.8,0.05742705570291777,keep
EXXARO RESOURCES (SOUTH AFRICA),2025-10-01,8.43,8.43,180.18,0.046786546786546784,keep
FIRSTRAND (SOUTH AFRICA),2016-03-24,1.08,1.08,45.05,0.023973362930077693,keep
FIRSTRAND (SOUTH AFRICA),2016-10-05,1.18,1.18,46.58,0.025332760841562902,keep
FIRSTRAND (SOUTH AFRICA),2017-03-29,1.19,1.19,49.19,0.024191908924578166,keep
FIRSTRAND (SOUTH AFRICA),2017-10-04,1.36,1.36,51.2,0.0265625,keep
FIRSTRAND (SOUTH AFRICA),2018-03-27,1.3,1.3,67.89,0.01914862277213139,keep
FIRSTRAND (SOUTH AFRICA),2018-10-03,1.45,1.45,63.88,0.02269881026925485,keep
FIRSTRAND (SOUTH AFRICA),2019-04-03,1.39,1.39,63.33,0.021948523606505604,keep
FIRSTRAND (SOUTH AFRICA),2019-09-25,1.52,1.52,,,missing_prev_price
FIRSTRAND (SOUTH AFRICA),2020-04-01,1.46,1.46,39.45,0.03700887198986058,keep
FIRSTRAND (SOUTH AFRICA),2021-03-30,1.1,1.1,51.89,0.021198689535555985,keep
FIRSTRAND (SOUTH AFRICA),2021-10-13,1.53,1.53,60.25,0.025394190871369297,keep
FIRSTRAND (SOUTH AFRICA),2022-03-30,1.57,1.57,76.17,0.020611789418406197,keep
FIRSTRAND (SOUTH AFRICA),2022-10-12,3.1,3.1,60.26,0.051443743776966484,keep
FIRSTRAND (SOUTH AFRICA),2023-03-29,1.89,1.89,62.27,0.030351694234784003,keep
FIRSTRAND (SOUTH AFRICA),2023-10-11,1.95,1.95,65.17,0.029921743133343563,keep
FIRSTRAND (SOUTH AFRICA),2024-03-26,2.0,2.0,61.7,0.03241491085899514,keep
FIRSTRAND (SOUTH AFRICA),2024-10-09,2.15,2.15,81.92,0.0262451171875,keep
FIRSTRAND (SOUTH AFRICA),2025-04-02,2.19,2.19,73.46,0.029812142662673565,keep
FIRSTRAND (SOUTH AFRICA),2025-10-08,2.47,2.47,81.1,0.03045622688039458,keep
FIRSTRAND (SOUTH AFRICA),2026-03-31,2.59,2.59,,,missing_prev_price
FOSCHINI (SOUTH AFRICA),2016-01-11,3.06,3.06,,,missing_prev_price
FOSCHINI (SOUTH AFRICA),2016-07-20,3.85,3.85,126.59,0.030413144798167313,keep
FOSCHINI (SOUTH AFRICA),2017-01-04,3.2,3.2,139.29,0.022973652092756123,keep
FOSCHINI (SOUTH AFRICA),2017-07-19,4.0,4.0,126.15,0.03170828378913991,keep
FOSCHINI (SOUTH AFRICA),2018-01-03,3.25,3.25,165.58,0.019627974393042636,keep
FOSCHINI (SOUTH AFRICA),2018-07-18,4.2,4.2,143.5,0.02926829268292683,keep
FOSCHINI (SOUTH AFRICA),2019-01-02,3.3000000000000003,3.3000000000000003,,,missing_prev_price
FOSCHINI (SOUTH AFRICA),2019-07-17,4.5,4.5,162.38,0.027712772508929673,keep
FOSCHINI (SOUTH AFRICA),2019-12-31,3.35,3.35,135.73,0.024681352685478525,keep
FOSCHINI (SOUTH AFRICA),2022-01-05,1.7,1.7,123.72,0.013740704817329454,keep
FOSCHINI (SOUTH AFRICA),2022-07-20,3.3000000000000003,3.3000000000000003,123.1,0.026807473598700247,keep
FOSCHINI (SOUTH AFRICA),2023-01-04,1.7,1.7,104.08,0.01633358954650269,keep
FOSCHINI (SOUTH AFRICA),2023-07-19,1.5,1.5,94.61,0.015854560828665046,keep
FOSCHINI (SOUTH AFRICA),2024-01-03,1.5,1.5,108.14,0.013870908082115775,keep
FOSCHINI (SOUTH AFRICA),2024-07-17,2.0,2.0,136.0,0.014705882352941176,keep
FOSCHINI (SOUTH AFRICA),2024-12-31,1.6,1.6,167.02,0.009579691054963478,keep
FOSCHINI (SOUTH AFRICA),2025-07-16,2.3000000000000003,2.3000000000000003,129.05,0.017822549399457575,keep
FOSCHINI (SOUTH AFRICA),2025-12-30,1.3,1.3,84.45,0.015393724097098875,keep
GLENCORE (SOUTH AFRICA),2017-05-10,0.0003475528,0.0003475528,49.05,7.085683995922528e-06,keep
GLENCORE (SOUTH AFRICA),2017-09-06,0.0003558578,0.0003558578,58.24,6.110195741758242e-06,keep
GLENCORE (SOUTH AFRICA),2018-04-24,0.0009736377,0.0009736377,62.24,1.5643279241645244e-05,keep
GLENCORE (SOUTH AFRICA),2018-09-05,0.0009154619999999,0.0009154619999999,57.94,1.5800172592335173e-05,keep
GLENCORE (SOUTH AFRICA),2019-04-24,0.0009679019,0.0009679019,59.61,1.6237240395906727e-05,keep
GLENCORE (SOUTH AFRICA),2019-09-04,0.0010287017,0.0010287017,41.04,2.506583089668616e-05,keep
GLENCORE (SOUTH AFRICA),2021-04-21,0.000602834,0.000602834,55.9,1.0784150268336315e-05,keep
GLENCORE (SOUTH AFRICA),2021-09-01,0.0010227908,0.0010227908,62.67,1.6320261688208073e-05,keep
GLENCORE (SOUTH AFRICA),2022-04-20,0.0012674028,0.0012674028,99.63,1.2721096055405e-05,keep
GLENCORE (SOUTH AFRICA),2022-08-31,0.002355571,0.002355571,92.17,2.5556808072040793e-05,keep
GLENCORE (SOUTH AFRICA),2023-05-03,0.0022125442,0.0022125442,104.99,2.1073856557767406e-05,keep
GLENCORE (SOUTH AFRICA),2023-08-30,0.003001317,0.003001317,100.88,2.9751358049167328e-05,keep
GLENCORE (SOUTH AFRICA),2024-04-30,0.0006618066999999,0.0006618066999999,111.08,5.957928519984695e-06,keep
GLENCORE (SOUTH AFRICA),2024-08-28,0.0006519202999999,0.0006519202999999,97.01,6.720135037623956e-06,keep
GLENCORE (SOUTH AFRICA),2025-04-29,0.0005071385,0.0005071385,,,missing_prev_price
GLENCORE (SOUTH AFRICA),2025-08-27,0.0004992347,0.0004992347,69.81,7.151335052284773e-06,keep
GLENCORE (SOUTH AFRICA),2026-05-06,0.00085,0.00085,,,missing_prev_price
GLENCORE (SOUTH AFRICA),2026-08-26,0.00085,0.00085,,,missing_prev_price
GOLD FIELDS (SOUTH AFRICA),2016-09-07,0.5,0.5,78.95,0.006333122229259024,keep
GOLD FIELDS (SOUTH AFRICA),2017-03-08,0.6,0.6,40.1,0.014962593516209476,keep
GOLD FIELDS (SOUTH AFRICA),2017-09-06,0.4,0.4,58.61,0.0068247739293635905,keep
GOLD FIELDS (SOUTH AFRICA),2018-03-07,0.5,0.5,47.85,0.01044932079414838,keep
GOLD FIELDS (SOUTH AFRICA),2018-09-05,0.2,0.2,35.48,0.005636978579481399,keep
GOLD FIELDS (SOUTH AFRICA),2019-03-13,0.2,0.2,55.14,0.0036271309394269135,keep
GOLD FIELDS (SOUTH AFRICA),2019-09-04,0.6,0.6,90.1,0.006659267480577137,keep
GOLD FIELDS (SOUTH AFRICA),2020-03-11,1.0,1.0,102.6,0.009746588693957116,keep
GOLD FIELDS (SOUTH AFRICA),2020-09-09,1.6,1.6,208.89,0.007659533725884438,keep
GOLD FIELDS (SOUTH AFRICA),2021-03-10,3.2,3.2,151.0,0.02119205298013245,keep
GOLD FIELDS (SOUTH AFRICA),2021-09-08,2.1,2.1,129.52,0.01621371216800494,keep
GOLD FIELDS (SOUTH AFRICA),2022-03-09,2.6,2.6,252.76,0.010286437727488527,keep
GOLD FIELDS (SOUTH AFRICA),2022-09-14,3.0,3.0,141.81,0.02115506663845991,keep
GOLD FIELDS (SOUTH AFRICA),2023-03-15,4.45,4.45,192.89,0.023070143605163566,keep
GOLD FIELDS (SOUTH AFRICA),2023-09-06,3.25,3.25,235.77,0.013784620604826736,keep
GOLD FIELDS (SOUTH AFRICA),2024-03-13,4.2,4.2,277.2,0.015151515151515152,keep
GOLD FIELDS (SOUTH AFRICA),2024-09-11,3.0,3.0,240.44,0.012477125270337714,keep
GOLD FIELDS (SOUTH AFRICA),2025-03-12,7.0,7.0,371.72,0.018831378456903042,keep
GOLD FIELDS (SOUTH AFRICA),2025-09-10,7.0,7.0,627.5,0.011155378486055778,keep
GOLD FIELDS (SOUTH AFRICA),2026-03-11,23.0,23.0,845.82,0.027192546877586245,keep
GRINDROD (SOUTH AFRICA),2016-09-14,4.53,4.53,869.0,0.0052128883774453395,keep
GRINDROD (SOUTH AFRICA),2017-03-29,4.66,4.66,1003.0,0.004646061814556331,keep
GRINDROD (SOUTH AFRICA),2017-09-13,4.58,4.58,925.0,0.004951351351351351,keep
GRINDROD (SOUTH AFRICA),2018-03-14,4.5600000000000005,4.5600000000000005,890.0,0.005123595505617978,keep
GRINDROD (SOUTH AFRICA),2018-09-19,4.42,4.42,729.0,0.006063100137174211,keep
GRINDROD (SOUTH AFRICA),2019-03-27,4.46,4.46,754.0,0.005915119363395225,keep
GRINDROD (SOUTH AFRICA),2019-09-11,4.47,4.47,445.0,0.010044943820224719,keep
GRINDROD (SOUTH AFRICA),2020-03-25,4.45,4.45,303.0,0.014686468646864686,keep
GRINDROD (SOUTH AFRICA),2020-09-22,3.81,3.81,325.0,0.011723076923076923,keep
GRINDROD (SOUTH AFRICA),2021-03-24,3.12,3.12,460.0,0.006782608695652174,keep
GRINDROD (SOUTH AFRICA),2021-09-21,3.0500000000000003,3.0500000000000003,417.0,0.007314148681055156,keep
GRINDROD (SOUTH AFRICA),2022-03-23,3.13,3.13,669.0,0.004678624813153961,keep
GRINDROD (SOUTH AFRICA),2022-09-21,3.37,3.37,990.0,0.003404040404040404,keep
GRINDROD (SOUTH AFRICA),2023-03-22,4.21,4.21,,,missing_prev_price
GRINDROD (SOUTH AFRICA),2023-09-20,4.83,4.83,1135.0,0.004255506607929516,keep
GRINDROD (SOUTH AFRICA),2024-04-03,5.21,5.21,1288.0,0.004045031055900621,keep
GRINDROD (SOUTH AFRICA),2024-09-18,5.16,5.16,1509.0,0.0034194831013916504,keep
GRINDROD (SOUTH AFRICA),2025-04-02,5.13,5.13,1207.0,0.004250207125103563,keep
GRINDROD (SOUTH AFRICA),2025-09-17,4.8,4.8,1508.0,0.003183023872679045,keep
GRINDROD (SOUTH AFRICA),2026-04-08,4.65,4.65,,,missing_prev_price
HARMONY GOLD MINING COMPANY (SOUTH AFRICA),2016-09-14,0.5,0.5,52.15,0.009587727708533078,keep
HARMONY GOLD MINING COMPANY (SOUTH AFRICA),2017-03-15,0.5,0.5,30.15,0.01658374792703151,keep
HARMONY GOLD MINING COMPANY (SOUTH AFRICA),2017-10-11,0.35,0.35,25.41,0.013774104683195591,keep
HARMONY GOLD MINING COMPANY (SOUTH AFRICA),2021-04-14,1.1,1.1,65.1,0.01689708141321045,keep
HARMONY GOLD MINING COMPANY (SOUTH AFRICA),2021-10-13,0.27,0.27,54.58,0.004946866984243313,keep
HARMONY GOLD MINING COMPANY (SOUTH AFRICA),2022-04-06,0.4,0.4,69.8,0.005730659025787966,keep
HARMONY GOLD MINING COMPANY (SOUTH AFRICA),2022-10-12,0.22,0.22,50.51,0.004355573153830925,keep
HARMONY GOLD MINING COMPANY (SOUTH AFRICA),2023-10-11,0.75,0.75,82.81,0.009056877188745321,keep
HARMONY GOLD MINING COMPANY (SOUTH AFRICA),2024-04-10,1.47,1.47,170.0,0.008647058823529412,keep
HARMONY GOLD MINING COMPANY (SOUTH AFRICA),2024-10-09,0.94,0.94,161.67,0.0058143131069462485,keep
HARMONY GOLD MINING COMPANY (SOUTH AFRICA),2025-04-09,2.27,2.27,265.36,0.008554416641543564,keep
HARMONY GOLD MINING COMPANY (SOUTH AFRICA),2025-10-08,1.55,1.55,314.36,0.00493065275480341,keep
IMPALA PLATINUM HOLDINGS (SOUTH AFRICA),2020-03-18,1.25,1.25,75.72,0.016508188061278396,keep
IMPALA PLATINUM HOLDINGS (SOUTH AFRICA),2020-09-22,4.0,4.0,153.7,0.02602472348731295,keep
IMPALA PLATINUM HOLDINGS (SOUTH AFRICA),2021-03-17,10.0,10.0,278.9,0.035855145213338116,keep
IMPALA PLATINUM HOLDINGS (SOUTH AFRICA),2021-09-21,12.0,12.0,175.2,0.06849315068493152,keep
IMPALA PLATINUM HOLDINGS (SOUTH AFRICA),2022-03-16,5.25,5.25,227.38,0.023089101943882487,keep
IMPALA PLATINUM HOLDINGS (SOUTH AFRICA),2022-09-21,10.5,10.5,190.43,0.05513837105498083,keep
IMPALA PLATINUM HOLDINGS (SOUTH AFRICA),2023-03-22,4.2,4.2,,,missing_prev_price
IMPALA PLATINUM HOLDINGS (SOUTH AFRICA),2023-09-20,1.65,1.65,99.5,0.01658291457286432,keep
IMPALA PLATINUM HOLDINGS (SOUTH AFRICA),2025-09-17,1.65,1.65,187.6,0.008795309168443496,keep
INVESTEC (SOUTH AFRICA),2016-07-27,2.66,2.66,63.49,0.04189636163175303,keep
INVESTEC (SOUTH AFRICA),2016-12-07,1.78,1.78,65.88,0.027018822100789316,keep
INVESTEC (SOUTH AFRICA),2017-07-26,2.25,2.25,72.58,0.031000275558004962,keep
INVESTEC (SOUTH AFRICA),2017-12-06,2.0,2.0,67.19,0.02976633427593392,keep
INVESTEC (SOUTH AFRICA),2018-07-25,2.32,2.32,70.9,0.03272214386459802,keep
INVESTEC (SOUTH AFRICA),2018-12-05,2.06,2.06,60.23,0.0342022248049145,keep
INVESTEC (SOUTH AFRICA),2019-07-24,2.51,2.51,64.75,0.03876447876447876,keep
INVESTEC (SOUTH AFRICA),2019-12-04,2.11,2.11,58.92,0.03581126951799049,keep
INVESTEC (SOUTH AFRICA),2020-03-16,27.5,27.5,,,missing_prev_price
INVESTEC (SOUTH AFRICA),2020-12-09,1.12,1.12,36.11,0.031016338964275827,keep
INVESTEC (SOUTH AFRICA),2021-07-21,1.5,1.5,50.8,0.029527559055118113,keep
INVESTEC (SOUTH AFRICA),2021-12-08,2.3000000000000003,2.3000000000000003,78.01,0.029483399564158443,keep
INVESTEC (SOUTH AFRICA),2022-05-26,6.06007,6.06007,88.13,0.06876285033473278,keep
INVESTEC (SOUTH AFRICA),2022-07-20,2.79,2.79,89.26,0.03125700201658077,keep
KUMBA IRON ORE (SOUTH AFRICA),2017-08-16,15.97,15.97,196.35,0.08133435192258723,keep
KUMBA IRON ORE (SOUTH AFRICA),2018-03-07,15.0,15.0,350.0,0.04285714285714286,keep
KUMBA IRON ORE (SOUTH AFRICA),2018-08-15,14.51,14.51,291.51,0.04977530787966108,keep
KUMBA IRON ORE (SOUTH AFRICA),2019-03-13,15.73,15.73,380.97,0.04128934036800798,keep
KUMBA IRON ORE (SOUTH AFRICA),2019-08-14,30.79,30.79,453.69,0.0678657232912341,keep
KUMBA IRON ORE (SOUTH AFRICA),2020-03-11,15.99,15.99,278.71,0.05737146137562341,keep
KUMBA IRON ORE (SOUTH AFRICA),2020-08-19,19.6,19.6,561.28,0.03492018244013684,keep
KUMBA IRON ORE (SOUTH AFRICA),2021-03-10,41.3,41.3,637.19,0.06481583201242956,keep
KUMBA IRON ORE (SOUTH AFRICA),2021-08-18,72.7,72.7,765.68,0.09494828126632537,keep
KUMBA IRON ORE (SOUTH AFRICA),2022-03-16,30.5,30.5,580.57,0.05253457808705238,keep
KUMBA IRON ORE (SOUTH AFRICA),2025-08-20,16.6,16.6,296.0,0.056081081081081084,keep
KUMBA IRON ORE (SOUTH AFRICA),2026-03-11,15.43,15.43,340.0,0.04538235294117647,keep
LIFE HEALTHCARE (SOUTH AFRICA),2016-06-10,0.73,0.73,22.5,0.03244444444444444,keep
LIFE HEALTHCARE (SOUTH AFRICA),2016-12-13,0.92,0.92,19.39,0.04744713769984528,keep
LIFE HEALTHCARE (SOUTH AFRICA),2017-06-28,0.35,0.35,16.87,0.02074688796680498,keep
LIFE HEALTHCARE (SOUTH AFRICA),2018-01-03,0.45,0.45,17.46,0.02577319587628866,keep
LIFE HEALTHCARE (SOUTH AFRICA),2018-06-20,0.38,0.38,16.75,0.022686567164179106,keep
LIFE HEALTHCARE (SOUTH AFRICA),2018-12-12,0.5,0.5,16.88,0.02962085308056872,keep
LIFE HEALTHCARE (SOUTH AFRICA),2019-06-19,0.4,0.4,14.61,0.027378507871321015,keep
LIFE HEALTHCARE (SOUTH AFRICA),2019-12-11,0.53,0.53,15.42,0.03437094682230869,keep
LIFE HEALTHCARE (SOUTH AFRICA),2021-12-08,0.25,0.25,15.11,0.01654533421575116,keep
LIFE HEALTHCARE (SOUTH AFRICA),2022-06-14,0.15,0.15,11.51,0.013032145960034752,keep
LIFE HEALTHCARE (SOUTH AFRICA),2022-12-07,0.25,0.25,11.24,0.02224199288256228,keep
LIFE HEALTHCARE (SOUTH AFRICA),2023-06-13,0.17,0.17,13.1,0.012977099236641223,keep
LIFE HEALTHCARE (SOUTH AFRICA),2023-12-12,0.27,0.27,11.49,0.02349869451697128,keep
LIFE HEALTHCARE (SOUTH AFRICA),2024-04-03,0.006,0.006,11.1,0.0005405405405405405,keep
LIFE HEALTHCARE (SOUTH AFRICA),2024-06-12,0.19,0.19,11.5,0.01652173913043478,keep
LIFE HEALTHCARE (SOUTH AFRICA),2024-12-11,0.31,0.31,17.65,0.01756373937677054,keep
LIFE HEALTHCARE (SOUTH AFRICA),2025-01-08,0.7000000000000001,0.7000000000000001,16.31,0.042918454935622324,keep
LIFE HEALTHCARE (SOUTH AFRICA),2025-06-11,0.21,0.21,14.08,0.014914772727272726,keep
LIFE HEALTHCARE (SOUTH AFRICA),2025-09-17,0.00235,0.00235,11.34,0.0002072310405643739,keep
LIFE HEALTHCARE (SOUTH AFRICA),2025-12-17,0.35,0.35,,,missing_prev_price
MONDI (SOUTH AFRICA),2016-08-17,3.1772686,3.1772686,267.02,0.011898991086809979,keep
MONDI (SOUTH AFRICA),2017-04-19,5.7498012,5.7498012,314.25,0.018296901193317422,keep
MONDI (SOUTH AFRICA),2017-08-23,3.2994335,3.2994335,338.81,0.00973830022726602,keep
MONDI (SOUTH AFRICA),2018-05-02,22.9276,22.9276,,,missing_prev_price
MONDI (SOUTH AFRICA),2018-08-22,3.67862,3.67862,390.71,0.009415218448465615,keep
MONDI (SOUTH AFRICA),2019-04-10,9.5428531,9.5428531,324.75,0.02938522894534257,keep
MONDI (SOUTH AFRICA),2019-08-14,4.7853575,4.7853575,295.92,0.016171118883482022,keep
MONDI (SOUTH AFRICA),2020-08-19,11.1564,11.1564,350.39,0.031839949770256004,keep
MONDI (SOUTH AFRICA),2021-04-07,8.077612400000001,8.077612400000001,384.8,0.02099171621621622,keep
MONDI (SOUTH AFRICA),2021-08-25,3.7443736,3.7443736,422.26,0.008867459858854733,keep
MONDI (SOUTH AFRICA),2022-04-06,8.3982591,8.3982591,289.79,0.028980500017253875,keep
MONDI (SOUTH AFRICA),2022-08-24,4.078147700000001,4.078147700000001,304.27,0.013403055509908965,keep
MONDI (SOUTH AFRICA),2023-03-29,10.341400000000002,10.341400000000002,294.05,0.03516884883523211,keep
MONDI (SOUTH AFRICA),2023-08-23,5.237705,5.237705,304.69,0.017190275361843185,keep
MONDI (SOUTH AFRICA),2024-01-24,0.0356691,0.0356691,344.46,0.00010355077512628463,keep
MONDI (SOUTH AFRICA),2024-04-03,9.568185,9.568185,324.82,0.029456883812573116,keep
MONDI (SOUTH AFRICA),2024-08-21,4.594843,4.594843,339.73,0.013524984546551672,keep
MONDI (SOUTH AFRICA),2025-04-02,9.014193,9.014193,275.33,0.03273959612101842,keep
MONDI (SOUTH AFRICA),2025-08-20,4.824536,4.824536,255.92,0.018851734917161616,keep
MONDI (SOUTH AFRICA),2026-03-25,0.93379,0.93379,188.39,0.004956685599023303,keep
MR PRICE (SOUTH AFRICA),2016-06-20,4.19,4.19,,,missing_prev_price
MR PRICE (SOUTH AFRICA),2016-12-07,2.282,2.282,150.0,0.015213333333333334,keep
MR PRICE (SOUTH AFRICA),2017-06-21,4.388,4.388,157.6,0.02784263959390863,keep
MR PRICE (SOUTH AFRICA),2017-12-06,2.79,2.79,218.25,0.012783505154639175,keep
MR PRICE (SOUTH AFRICA),2018-06-20,4.141,4.141,228.5,0.01812253829321663,keep
MR PRICE (SOUTH AFRICA),2018-12-12,3.114,3.114,240.74,0.012935116723436071,keep
MR PRICE (SOUTH AFRICA),2019-06-19,4.248,4.248,206.0,0.02062135922330097,keep
MR PRICE (SOUTH AFRICA),2019-12-11,3.114,3.114,178.0,0.01749438202247191,keep
MR PRICE (SOUTH AFRICA),2020-12-15,2.101,2.101,178.49,0.01177096756120791,keep
MR PRICE (SOUTH AFRICA),2021-06-23,4.627,4.627,212.5,0.021774117647058822,keep
MR PRICE (SOUTH AFRICA),2021-12-14,2.824,2.824,201.55,0.014011411560406846,keep
MR PRICE (SOUTH AFRICA),2022-06-29,5.249,5.249,192.01,0.027337117858444872,keep
MR PRICE (SOUTH AFRICA),2022-12-13,3.125,3.125,161.7,0.01932591218305504,keep
MR PRICE (SOUTH AFRICA),2023-07-12,4.471,4.471,149.31,0.029944410957069185,keep
MR PRICE (SOUTH AFRICA),2023-12-12,2.835,2.835,154.2,0.018385214007782102,keep
MR PRICE (SOUTH AFRICA),2024-07-03,5.268,5.268,205.0,0.025697560975609754,keep
MR PRICE (SOUTH AFRICA),2024-12-11,3.0360000000000005,3.0360000000000005,294.68,0.010302701235238226,keep
MR PRICE (SOUTH AFRICA),2025-07-02,5.9350000000000005,5.9350000000000005,224.81,0.026400071171211247,keep
MR PRICE (SOUTH AFRICA),2025-12-10,3.232,3.232,210.04,0.0153875452294801,keep
MTN GROUP (SOUTH AFRICA),2016-03-24,8.3,8.3,141.95,0.05847129270870026,keep
MTN GROUP (SOUTH AFRICA),2016-08-24,2.5,2.5,126.34,0.019787873990818425,keep
MTN GROUP (SOUTH AFRICA),2017-03-22,4.5,4.5,,,missing_prev_price
MTN GROUP (SOUTH AFRICA),2017-08-23,2.5,2.5,124.24,0.02012234385061172,keep
MTN GROUP (SOUTH AFRICA),2025-04-09,3.45,3.45,109.18,0.03159919399157355,keep
NINETY ONE (SOUTH AFRICA),2020-12-09,1.19,1.19,44.0,0.027045454545454543,keep
NINETY ONE (SOUTH AFRICA),2021-07-21,1.33,1.33,44.66,0.029780564263322887,keep
NINETY ONE (SOUTH AFRICA),2021-12-01,1.41,1.41,52.7,0.026755218216318783,keep
NINETY ONE (SOUTH AFRICA),2022-07-13,1.54,1.54,38.42,0.0400832899531494,keep
NINETY ONE (SOUTH AFRICA),2022-11-30,1.32,1.32,41.44,0.03185328185328186,keep
NINETY ONE (SOUTH AFRICA),2023-07-19,1.6,1.6,40.34,0.03966286564204264,keep
NINETY ONE (SOUTH AFRICA),2023-12-06,1.36,1.36,41.71,0.032606089666746586,keep
NINETY ONE (SOUTH AFRICA),2024-07-17,1.53,1.53,40.2,0.03805970149253731,keep
NINETY ONE (SOUTH AFRICA),2024-12-11,1.23,1.23,36.36,0.03382838283828383,keep
NINETY ONE (SOUTH AFRICA),2025-07-16,1.64,1.64,44.0,0.03727272727272727,keep
NINETY ONE (SOUTH AFRICA),2025-12-03,1.35,1.35,47.18,0.02861381941500636,keep
NORTHAM PLATINUM HOLDINGS (SOUTH AFRICA),2023-09-13,6.0,6.0,103.95,0.05772005772005772,keep
NORTHAM PLATINUM HOLDINGS (SOUTH AFRICA),2024-03-19,1.0,1.0,110.0,0.00909090909090909,keep
NORTHAM PLATINUM HOLDINGS (SOUTH AFRICA),2024-09-18,0.7000000000000001,0.7000000000000001,108.98,0.00642319691686548,keep
NORTHAM PLATINUM HOLDINGS (SOUTH AFRICA),2025-03-18,0.15,0.15,123.09,0.0012186205215695832,keep
NORTHAM PLATINUM HOLDINGS (SOUTH AFRICA),2025-09-17,2.0,2.0,228.69,0.008745463290917837,keep
NORTHAM PLATINUM HOLDINGS (SOUTH AFRICA),2026-03-18,7.0,7.0,375.4,0.018646776771443795,keep
NASPERS (SOUTH AFRICA),2016-09-14,1.04,1.04,323.32,0.003216627489793394,keep
NASPERS (SOUTH AFRICA),2017-09-13,1.16,1.16,394.08,0.002943564758424685,keep
NASPERS (SOUTH AFRICA),2017-09-19,0.453102,0.453102,390.24,0.0011610854858548586,keep
NASPERS (SOUTH AFRICA),2018-09-12,1.3,1.3,407.96,0.003186586920286303,keep
NASPERS (SOUTH AFRICA),2019-02-27,19.1,19.1,415.11,0.04601190046011901,keep
NASPERS (SOUTH AFRICA),2019-09-11,2.4913,2.4913,480.0,0.005190208333333333,keep
